Date : 2024-06-25 14:25:31
Directory : c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds
Total : 770 files,  43166 codes, 2759 comments, 10808 blanks, all 56733 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| src\Server\Fighters\Kashimo\NormalActionSet\Ascension                                                                                                                                |          3 |        343 |         24 |         87 |        454 |
| src\Server\Fighters\Kashimo\NormalActionSet\Ascension\Client                                                                                                                         |          2 |        207 |         23 |         53 |        283 |
| src\Server\Fighters\Kashimo\NormalActionSet\Ascension\Client (Files)                                                                                                                 |          1 |         68 |          0 |         19 |         87 |
| src\Server\Fighters\Kashimo\NormalActionSet\Ascension\Client\Jobs                                                                                                                    |          1 |        139 |         23 |         34 |        196 |
| src\Server\Fighters\Kashimo\NormalActionSet\Ascension\Server                                                                                                                         |          1 |        136 |          1 |         34 |        171 |
| src\Server\Fighters\Kashimo\NormalActionSet\Attack                                                                                                                                   |          9 |        666 |         11 |        182 |        859 |
| src\Server\Fighters\Kashimo\NormalActionSet\Attack\Client                                                                                                                            |          2 |        126 |          5 |         36 |        167 |
| src\Server\Fighters\Kashimo\NormalActionSet\Attack\Client (Files)                                                                                                                    |          1 |         76 |          0 |         16 |         92 |
| src\Server\Fighters\Kashimo\NormalActionSet\Attack\Client\Jobs                                                                                                                       |          1 |         50 |          5 |         20 |         75 |
| src\Server\Fighters\Kashimo\NormalActionSet\Attack\Server                                                                                                                            |          7 |        540 |          6 |        146 |        692 |
| src\Server\Fighters\Kashimo\NormalActionSet\Attack\Server (Files)                                                                                                                    |          5 |        516 |          6 |        135 |        657 |
| src\Server\Fighters\Kashimo\NormalActionSet\Attack\Server\Combo                                                                                                                      |          2 |         24 |          0 |         11 |         35 |
| src\Server\Fighters\Kashimo\NormalActionSet\Dash                                                                                                                                     |          8 |        540 |          1 |        141 |        682 |
| src\Server\Fighters\Kashimo\NormalActionSet\Dash\Client                                                                                                                              |          6 |        381 |          1 |         99 |        481 |
| src\Server\Fighters\Kashimo\NormalActionSet\Dash\Client (Files)                                                                                                                      |          1 |        232 |          1 |         49 |        282 |
| src\Server\Fighters\Kashimo\NormalActionSet\Dash\Client\VFX                                                                                                                          |          5 |        149 |          0 |         50 |        199 |
| src\Server\Fighters\Kashimo\NormalActionSet\Dash\Modules                                                                                                                             |          1 |         24 |          0 |          8 |         32 |
| src\Server\Fighters\Kashimo\NormalActionSet\Dash\Server                                                                                                                              |          1 |        135 |          0 |         34 |        169 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningDash                                                                                                                            |          5 |        282 |          6 |         76 |        364 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningDash (Files)                                                                                                                    |          1 |          3 |          0 |          1 |          4 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningDash\Client                                                                                                                     |          2 |        121 |          6 |         29 |        156 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningDash\Client (Files)                                                                                                             |          1 |         60 |          0 |         12 |         72 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningDash\Client\Jobs                                                                                                                |          1 |         61 |          6 |         17 |         84 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningDash\Server                                                                                                                     |          2 |        158 |          0 |         46 |        204 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningGrab                                                                                                                            |          3 |        155 |          8 |         36 |        199 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningGrab (Files)                                                                                                                    |          1 |          3 |          0 |          1 |          4 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningGrab\Client                                                                                                                     |          1 |         61 |          0 |         14 |         75 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningGrab\Server                                                                                                                     |          1 |         91 |          8 |         21 |        120 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningJavelin                                                                                                                         |          6 |        487 |          7 |        133 |        627 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningJavelin (Files)                                                                                                                 |          1 |          3 |          0 |          1 |          4 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningJavelin\Client                                                                                                                  |          2 |        185 |          0 |         43 |        228 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningJavelin\Client (Files)                                                                                                          |          1 |         61 |          0 |         14 |         75 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningJavelin\Client\Jobs                                                                                                             |          1 |        124 |          0 |         29 |        153 |
| src\Server\Fighters\Kashimo\NormalActionSet\LightningJavelin\Server                                                                                                                  |          3 |        299 |          7 |         89 |        395 |
| src\Server\Fighters\Kashimo\NormalActionSet\ThunderStrike                                                                                                                            |          4 |        290 |          8 |         75 |        373 |
| src\Server\Fighters\Kashimo\NormalActionSet\ThunderStrike (Files)                                                                                                                    |          1 |          3 |          0 |          1 |          4 |
| src\Server\Fighters\Kashimo\NormalActionSet\ThunderStrike\Client                                                                                                                     |          2 |        161 |          5 |         41 |        207 |
| src\Server\Fighters\Kashimo\NormalActionSet\ThunderStrike\Client (Files)                                                                                                             |          1 |         57 |          0 |         14 |         71 |
| src\Server\Fighters\Kashimo\NormalActionSet\ThunderStrike\Client\Jobs                                                                                                                |          1 |        104 |          5 |         27 |        136 |
| src\Server\Fighters\Kashimo\NormalActionSet\ThunderStrike\Server                                                                                                                     |          1 |        126 |          3 |         33 |        162 |
| src\Server\Hitboxes                                                                                                                                                                  |          8 |        104 |          0 |         30 |        134 |
| src\Server\Hitboxes (Files)                                                                                                                                                          |          1 |         23 |          0 |          5 |         28 |
| src\Server\Hitboxes\Enums                                                                                                                                                            |          3 |         21 |          0 |          9 |         30 |
| src\Server\Hitboxes\Functions                                                                                                                                                        |          4 |         60 |          0 |         16 |         76 |
| src\Server\Player                                                                                                                                                                    |         13 |        300 |          5 |        116 |        421 |
| src\Server\Player\Components                                                                                                                                                         |          3 |         59 |          3 |         23 |         85 |
| src\Server\Player\Jobs                                                                                                                                                               |          6 |        156 |          1 |         56 |        213 |
| src\Server\Player\Modules                                                                                                                                                            |          4 |         85 |          1 |         37 |        123 |
| src\Server\Projectiles                                                                                                                                                               |          2 |         78 |          1 |         21 |        100 |
| src\Server\Projectiles\Components                                                                                                                                                    |          1 |         32 |          0 |         10 |         42 |
| src\Server\Projectiles\Jobs                                                                                                                                                          |          1 |         46 |          1 |         11 |         58 |
| src\Server\StatusEffects                                                                                                                                                             |         19 |        401 |         39 |        147 |        587 |
| src\Server\StatusEffects (Files)                                                                                                                                                     |          1 |         31 |          0 |          9 |         40 |
| src\Server\StatusEffects\Defense                                                                                                                                                     |          4 |         55 |          0 |         24 |         79 |
| src\Server\StatusEffects\Defense\Components                                                                                                                                          |          3 |         33 |          0 |         18 |         51 |
| src\Server\StatusEffects\Defense\Jobs                                                                                                                                                |          1 |         22 |          0 |          6 |         28 |
| src\Server\StatusEffects\Knockback                                                                                                                                                   |          2 |         41 |         32 |         20 |         93 |
| src\Server\StatusEffects\Knockback (Files)                                                                                                                                           |          1 |         27 |         28 |         14 |         69 |
| src\Server\StatusEffects\Knockback\Jobs                                                                                                                                              |          1 |         14 |          4 |          6 |         24 |
| src\Server\StatusEffects\NoJump                                                                                                                                                      |          3 |         55 |          1 |         20 |         76 |
| src\Server\StatusEffects\NoJump (Files)                                                                                                                                              |          1 |         10 |          1 |          6 |         17 |
| src\Server\StatusEffects\NoJump\Jobs                                                                                                                                                 |          2 |         45 |          0 |         14 |         59 |
| src\Server\StatusEffects\Ragdoll                                                                                                                                                     |          3 |        124 |          2 |         35 |        161 |
| src\Server\StatusEffects\Ragdoll (Files)                                                                                                                                             |          1 |         84 |          2 |         23 |        109 |
| src\Server\StatusEffects\Ragdoll\Jobs                                                                                                                                                |          2 |         40 |          0 |         12 |         52 |
| src\Server\StatusEffects\Silenced                                                                                                                                                    |          3 |         45 |          1 |         18 |         64 |
| src\Server\StatusEffects\Silenced (Files)                                                                                                                                            |          1 |         10 |          1 |          6 |         17 |
| src\Server\StatusEffects\Silenced\Jobs                                                                                                                                               |          2 |         35 |          0 |         12 |         47 |
| src\Server\StatusEffects\Slowed                                                                                                                                                      |          3 |         50 |          3 |         21 |         74 |
| src\Server\StatusEffects\Slowed (Files)                                                                                                                                              |          1 |         11 |          1 |          6 |         18 |
| src\Server\StatusEffects\Slowed\Jobs                                                                                                                                                 |          2 |         39 |          2 |         15 |         56 |
| src\Shared                                                                                                                                                                           |         29 |      1,154 |         31 |        346 |      1,531 |
| src\Shared\Config                                                                                                                                                                    |          1 |          3 |          0 |          1 |          4 |
| src\Shared\Enums                                                                                                                                                                     |          1 |         19 |          0 |          4 |         23 |
| src\Shared\Global                                                                                                                                                                    |          6 |        399 |         20 |        106 |        525 |
| src\Shared\Modules                                                                                                                                                                   |         10 |        496 |         10 |        145 |        651 |
| src\Shared\Modules (Files)                                                                                                                                                           |          7 |        213 |          8 |         78 |        299 |
| src\Shared\Modules\VFXUtil                                                                                                                                                           |          3 |        283 |          2 |         67 |        352 |
| src\Shared\Modules\VFXUtil (Files)                                                                                                                                                   |          2 |        241 |          0 |         58 |        299 |
| src\Shared\Modules\VFXUtil\BubbleVFX                                                                                                                                                 |          1 |         42 |          2 |          9 |         53 |
| src\Shared\NPC                                                                                                                                                                       |          2 |         20 |          1 |         10 |         31 |
| src\Shared\NPC\Classes                                                                                                                                                               |          1 |         10 |          1 |          6 |         17 |
| src\Shared\NPC\Jobs                                                                                                                                                                  |          1 |         10 |          0 |          4 |         14 |
| src\Shared\Player                                                                                                                                                                    |          9 |        217 |          0 |         80 |        297 |
| src\Shared\Player\Components                                                                                                                                                         |          5 |        153 |          0 |         53 |        206 |
| src\Shared\Player\Jobs                                                                                                                                                               |          1 |         34 |          0 |         11 |         45 |
| src\Shared\Player\Modules                                                                                                                                                            |          3 |         30 |          0 |         16 |         46 |
| src\Start                                                                                                                                                                            |          2 |         24 |          2 |         12 |         38 |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------+------------+------------+------------+------------+
| filename                                                                                                                                                                             | language     | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------+------------+------------+------------+------------+
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\.stylua.toml                                                                                                             | TOML         |          9 |          0 |          2 |         11 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\Cmdr.lua                                                                                                        | Lua          |          1 |          0 |          1 |          2 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\Janitor.lua                                                                                                     | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\Net.lua                                                                                                         | Lua          |          1 |          0 |          1 |          2 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\ProfileService.lua                                                                                              | Lua          |          1 |          0 |          1 |          2 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\Promise.lua                                                                                                     | Lua          |          1 |          0 |          1 |          2 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\Sandwich.lua                                                                                                    | Lua          |          1 |          0 |          1 |          2 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\Signal.lua                                                                                                      | Lua          |          1 |          0 |          1 |          2 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\Squash.lua                                                                                                      | Lua          |          1 |          0 |          1 |          2 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\Stew.lua                                                                                                        | Lua          |          1 |          0 |          1 |          2 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\TableValue.lua                                                                                                  | Lua          |          1 |          0 |          1 |          2 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\TopbarPlus.lua                                                                                                  | Lua          |          1 |          0 |          1 |          2 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\data-oriented-house_sandwich@2.2.1\sandwich\init.lua                                                     | Lua          |        148 |         18 |         36 |        202 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\data-oriented-house_sandwich@2.2.1\sandwich\wally.toml                                                   | TOML         |         10 |          0 |          5 |         15 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\data-oriented-house_squash@1.1.6\squash\init.lua                                                         | Lua          |      2,246 |        236 |        339 |      2,821 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\data-oriented-house_squash@1.1.6\squash\wally.toml                                                       | TOML         |         10 |          0 |          4 |         14 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\data-oriented-house_stew@5.6.0\stew\init.lua                                                             | Lua          |        740 |         53 |        205 |        998 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\data-oriented-house_stew@5.6.0\stew\wally.toml                                                           | TOML         |         10 |          0 |          4 |         14 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\data-oriented-house_tablevalue@3.0.0\tablevalue\init.lua                                                 | Lua          |        120 |         23 |         44 |        187 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\data-oriented-house_tablevalue@3.0.0\tablevalue\wally.toml                                               | TOML         |          7 |          0 |          3 |         10 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\CHANGELOG.md                                                                     | Markdown     |        184 |          0 |         38 |        222 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\announce.lua                                          | Lua          |         13 |          0 |          0 |         13 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\announceServer.lua                                    | Lua          |         12 |          0 |          3 |         15 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\gotoPlace.lua                                         | Lua          |         28 |          0 |          0 |         28 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\gotoPlaceServer.lua                                   | Lua          |         18 |          0 |          6 |         24 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\kick.lua                                              | Lua          |         13 |          0 |          0 |         13 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\kickServer.lua                                        | Lua          |          6 |          0 |          1 |          7 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\kill.lua                                              | Lua          |         13 |          0 |          0 |         13 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\killServer.lua                                        | Lua          |          8 |          0 |          1 |          9 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\respawn.lua                                           | Lua          |         15 |          0 |          1 |         16 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\respawnServer.lua                                     | Lua          |          8 |          0 |          1 |          9 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\teleport.lua                                          | Lua          |         22 |          0 |          0 |         22 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\teleportServer.lua                                    | Lua          |         18 |          0 |          4 |         22 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\blink.lua                                             | Lua          |         16 |          2 |          5 |         23 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\fetch.lua                                             | Lua          |         13 |          0 |          0 |         13 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\fetchServer.lua                                       | Lua          |          4 |          0 |          1 |          5 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\getPlayerPlaceInstance.lua                            | Lua          |         21 |          0 |          0 |         21 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\getPlayerPlaceInstanceServer.lua                      | Lua          |         23 |          0 |          4 |         27 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\position.lua                                          | Lua          |         22 |          0 |          4 |         26 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\thru.lua                                              | Lua          |         25 |          2 |          6 |         33 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\uptime.lua                                            | Lua          |          7 |          0 |          0 |          7 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\uptimeServer.lua                                      | Lua          |         10 |          0 |          1 |         11 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\version.lua                                           | Lua          |         10 |          0 |          3 |         13 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\alias.lua                                           | Lua          |         25 |          0 |          2 |         27 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\bind.lua                                            | Lua          |         56 |          0 |          9 |         65 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\clear.lua                                           | Lua          |         21 |          0 |          3 |         24 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\convertTimestamp.lua                                | Lua          |         18 |          0 |          1 |         19 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\echo.lua                                            | Lua          |         16 |          0 |          1 |         17 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\edit.lua                                            | Lua          |         65 |          0 |         14 |         79 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\history.lua                                         | Lua          |         25 |          0 |          3 |         28 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\hover.lua                                           | Lua          |         16 |          0 |          5 |         21 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\jsonArrayDecode.lua                                 | Lua          |         19 |          0 |          3 |         22 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\jsonArrayEncode.lua                                 | Lua          |         17 |          0 |          2 |         19 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\len.lua                                             | Lua          |         16 |          0 |          1 |         17 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\math.lua                                            | Lua          |         34 |          0 |          2 |         36 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\pick.lua                                            | Lua          |         21 |          0 |          1 |         22 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\rand.lua                                            | Lua          |         22 |          0 |          1 |         23 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\replace.lua                                         | Lua          |         31 |          0 |          1 |         32 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\resolve.lua                                         | Lua          |         30 |          0 |          2 |         32 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\run.lua                                             | Lua          |         19 |          0 |          1 |         20 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\runLines.lua                                        | Lua          |         31 |          0 |          8 |         39 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\runif.lua                                           | Lua          |         47 |          0 |          6 |         53 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\unbind.lua                                          | Lua          |         23 |          0 |          2 |         25 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\var.lua                                             | Lua          |         21 |          0 |          2 |         23 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\varServer.lua                                       | Lua          |         48 |          0 |         13 |         61 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\varSet.lua                                          | Lua          |         22 |          0 |          2 |         24 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\varSetServer.lua                                    | Lua          |         48 |          0 |         16 |         64 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\help.lua                                                    | Lua          |         58 |          2 |          5 |         65 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\BindableResource.lua                                           | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\BrickColor.lua                                                 | Lua          |         68 |          0 |         11 |         79 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Color3.lua                                                     | Lua          |         43 |          0 |         10 |         53 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Command.lua                                                    | Lua          |         20 |          0 |          6 |         26 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\ConditionFunction.lua                                          | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Duration.lua                                                   | Lua          |         90 |         13 |         10 |        113 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\JSON.lua                                                       | Lua          |         11 |          0 |          3 |         14 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\MathOperator.lua                                               | Lua          |         40 |          0 |          1 |         41 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Player.lua                                                     | Lua          |         32 |          0 |          9 |         41 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\PlayerId.lua                                                   | Lua          |         50 |          0 |         13 |         63 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Primitives.lua                                                 | Lua          |        114 |          0 |         27 |        141 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\StoredKey.lua                                                  | Lua          |         28 |          0 |          7 |         35 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Team.lua                                                       | Lua          |         41 |          0 |         12 |         53 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Type.lua                                                       | Lua          |         20 |          0 |          6 |         26 |
